"","FIPS","SVI","Est_Hest","Party","NHW","mean_mobility","sum_deaths"
"718",19001,0.05,0.1362,0.291130012150668,0.9599,0.802498912503107,0.004334451901566
"719",19003,0.04,0.1362,0.278301886792453,0.9804,0.78989681658338,0.00111049416990561
"720",19005,0.32,0.1254,0.352345780331008,0.9047,0.81808467889238,0.00372616351282239
"721",19007,0.38,0.1362,0.295330313915352,0.9517,0.765028971511347,0.00394334460003219
"722",19009,0.02,0.1362,0.318181818181818,0.9657,0.85806849425845,0.00181950509461426
"723",19011,0.01,0.1293,0.359632004460552,0.9603,0.821044984602729,0.00214466757652564
"724",19013,0.43,0.121,0.546004564461531,0.8109,0.764764849299202,0.00237754137836437
"725",19015,0.12,0.1166,0.420256034137885,0.9434,0.78543738597094,0.00129602805519555
"726",19017,0.03,0.1254,0.418046589952287,0.9505,0.797261679922681,0.00239406272444338
"727",19019,0.07,0.1219,0.393710454244971,0.961,0.808039979945335,0.00155844155844156
"728",19021,0.74,0.1175,0.369340152176625,0.5957,0.82383834522596,0.00203873598369011
"729",19023,0.02,0.1285,0.304293246296761,0.9655,0.806933656658574,0.00242399058106517
"730",19025,0.16,0.1175,0.28493894165536,0.9424,0.777412885579001,0.00134464211832851
"731",19027,0.05,0.1175,0.30864087212939,0.9694,0.78120437894222,0.00262831638978428
"732",19029,0.2,0.1323,0.30697350069735,0.9529,0.805732592836073,0.00428482393268931
"733",19031,0.01,0.1324,0.41312630977329,0.9555,0.785880857879746,0.00123476673645783
"734",19033,0.25,0.1172,0.467904032844374,0.9059,0.791262565145134,0.00221436984687868
"735",19035,0.17,0.1175,0.301041828642513,0.9339,0.821283934134401,0.00338228749443703
"736",19037,0.06,0.1254,0.341385109310503,0.9576,0.811687011741483,0.00142462079946367
"737",19039,0.48,0.1362,0.318004338394794,0.8265,0.810558216545444,0.00234167110164981
"738",19041,0.34,0.1176,0.302534378906694,0.9323,0.813935208626989,0.00168581418581419
"739",19043,0.18,0.1254,0.353588820664832,0.9593,0.809282346026039,0.0032480483218417
"740",19045,0.26,0.1324,0.447275886319447,0.9114,0.764696250011433,0.00200305843330677
"741",19047,0.86,0.1175,0.313825275657337,0.6582,0.816171224732461,0.00237812128418549
"742",19049,0.06,0.1035,0.489902671964422,0.8542,0.796868955737622,0.00105935603993451
"743",19051,0.35,0.1368,0.250432632880099,0.9682,0.800555555555556,0.00277777777777778
"744",19053,0.68,0.1362,0.299866131191432,0.9268,0.801141818438515,0.001143583227446
"745",19055,0.03,0.1219,0.321388577827548,0.9657,0.787440519953648,0.00264534712832873
"746",19057,0.47,0.1334,0.456402360790352,0.8733,0.803709215138486,0.00182205455898581
"747",19059,0.09,0.1176,0.329849535994234,0.957,0.804046406113821,0.00254954224127941
"748",19061,0.23,0.1219,0.485275481833141,0.9075,0.754303917266811,0.00216830574138587
"749",19063,0.39,0.1176,0.317659352142111,0.8707,0.7847041220195,0.00477845351867941
"750",19065,0.23,0.1254,0.384268537074148,0.9365,0.80052374893978,0.00208651399491094
"751",19067,0.36,0.1172,0.401315789473684,0.9153,0.801206971746247,0.00268507863444572
"752",19069,0.2,0.1285,0.322107765451664,0.8676,0.838617179741807,0.00268123138033764
"753",19071,0.06,0.1323,0.284885254550251,0.947,0.814433668582375,0.0014367816091954
"754",19073,0.2,0.1175,0.354366987179487,0.946,0.760565119011901,0.00123762376237624
"755",19075,0,0.1285,0.309180098107919,0.9693,0.806823859094543,0.00269784172661871
"756",19077,0.12,0.1362,0.317244685951734,0.9503,0.768977193584266,0.00299373187388904
"757",19079,0.12,0.1285,0.364533914604436,0.8918,0.787576998578488,0.0033168618425506
"758",19081,0.07,0.1172,0.277128272682365,0.9317,0.76321338977736,0.00319849482596425
"759",19083,0.12,0.1285,0.33718558803535,0.9185,0.828727278049828,0.00267125727175591
"760",19085,0.06,0.1323,0.304657260581845,0.962,0.823734346616588,0.00519609936650295
"761",19087,0.31,0.1334,0.33479860969127,0.8804,0.780083919041192,0.00185426480906084
"762",19089,0.16,0.1254,0.361706470708308,0.9651,0.77695578850307,0.00240227123826163
"763",19091,0.14,0.1285,0.274092377874929,0.9343,0.791322278021901,0.00261560996024273
"764",19093,0.09,0.1175,0.24150645246247,0.9535,0.807266358924522,0.00510204081632653
"765",19095,0.03,0.1293,0.371180410213478,0.9498,0.798283777652882,0.00154473554127533
"766",19097,0.13,0.1219,0.367307867626949,0.9547,0.769519966569113,0.00216060496939143
"767",19099,0.25,0.1239,0.390343574996216,0.9346,0.751391137610725,0.00196315718703778
"768",19101,0.49,0.1368,0.492923989956631,0.8053,0.801468980595791,0.00191309100847226
"769",19103,0.27,0.1011,0.720774158972985,0.7837,0.755278422799509,0.000569008865952097
"770",19105,0.19,0.1324,0.390635141400093,0.9387,0.812196755277328,0.00275615299066776
"771",19107,0.04,0.1368,0.27134906927653,0.9637,0.805884952393346,0.00312317001756783
"772",19109,0.1,0.1172,0.300523910377884,0.9477,0.802794279799275,0.00445554580436103
"773",19111,0.5,0.1334,0.400943974500429,0.9081,0.772778241087262,0.00166384407404106
"774",19113,0.18,0.1206,0.570469582575379,0.8581,0.764800201673304,0.00149532875177543
"775",19115,0.46,0.1334,0.33027171833142,0.7814,0.80873483361023,0.0044404168554599
"776",19117,0.28,0.1362,0.280901334500109,0.975,0.821598837209302,0.00255813953488372
"777",19119,0.04,0.1176,0.157514024210216,0.9544,0.797021362068151,0.00348787749893662
"778",19121,0.02,0.1239,0.325070013484078,0.9532,0.810977685436255,0.00116293303953972
"779",19123,0.46,0.1368,0.258600661245644,0.9319,0.812054422527876,0.0023082145281738
"780",19125,0.19,0.1239,0.327901916034181,0.946,0.752075515691446,0.00228550807445945
"781",19127,0.69,0.1293,0.460697582690032,0.709,0.757497119804644,0.00193045289440931
"782",19129,0.11,0.1323,0.309897442234029,0.9407,0.826448180260478,0.00158845721093388
"783",19131,0.09,0.1172,0.358289703315881,0.9644,0.757798559942902,0.00396750425089741
"784",19133,0.18,0.1175,0.302255639097744,0.9463,0.814630489456375,0.00359837492745212
"785",19135,0.25,0.1362,0.265975820379965,0.9626,0.829147023629312,0.00389256520046711
"786",19137,0.53,0.1323,0.301983975581839,0.9373,0.72180744010907,0.0038318039729757
"787",19139,0.39,0.1324,0.464075266154989,0.7673,0.766628179672188,0.00267204200262516
"788",19141,0.23,0.1176,0.211170928667564,0.9245,0.785452538873212,0.00443539591361885
"789",19143,0.26,0.1176,0.182619264661197,0.8909,0.773355618962366,0.00268546492111447
"790",19145,0.33,0.1323,0.281701553004727,0.9104,0.725892338356759,0.00145627854636923
"791",19147,0.17,0.1176,0.310697484148088,0.9335,0.795872528434755,0.00303848750844024
"792",19149,0.13,0.132,0.24982124982125,0.9171,0.817282135630422,0.00333637844064027
"793",19151,0.15,0.1175,0.248204309656824,0.9286,0.713547699383928,0.00332376491917208
"794",19153,0.38,0.1146,0.577949021932424,0.7771,0.755875264132531,0.00130161314343654
"795",19155,0.46,0.1323,0.414417027352639,0.8776,0.78176165388847,0.00189901937643499
"796",19157,0.15,0.1293,0.432199136806183,0.9165,0.769251668650688,0.00194552529182879
"797",19159,0.13,0.1362,0.26484871124393,0.9539,0.791859646732961,0.00490396403759706
"798",19161,0.07,0.1175,0.254862385321101,0.9488,0.798548960440741,0.0020574015019031
"799",19163,0.27,0.1207,0.517895573287422,0.7997,0.756464379466542,0.00142243398113829
"800",19165,0.13,0.1323,0.294320913461538,0.9455,0.777367925809518,0.00323031255456609
"801",19167,0.22,0.1176,0.161452484090058,0.869,0.784203441655548,0.00212308133696744
"802",19169,0.21,0.1166,0.589215389275977,0.8384,0.740648230964459,0.000514842921424673
"803",19171,0.33,0.1293,0.402815315315315,0.8075,0.792391871528404,0.0042126498160674
"804",19173,0.28,0.1362,0.232471174820816,0.9038,0.795848536005373,0.00196046397647443
"805",19175,0.45,0.1362,0.33948278702026,0.94,0.756443929171334,0.00285924352585573
"806",19177,0.25,0.1368,0.234333154793787,0.9634,0.823628462363556,0.00255536626916525
"807",19179,0.74,0.1368,0.379539675295038,0.8221,0.779767755158483,0.00348880436958449
"808",19181,0.07,0.1239,0.414217947028594,0.942,0.785756150223395,0.00178758792212334
"809",19183,0.22,0.1368,0.395508151231356,0.9102,0.77808824645269,0.00232187571135898
"810",19185,0.46,0.1362,0.237194127243067,0.9608,0.775405820352257,0.00326036329762459
"811",19187,0.46,0.1285,0.376787647427497,0.8715,0.776362156008107,0.0026180926916221
"812",19189,0.21,0.1172,0.365457035261897,0.9147,0.741044792136158,0.0029940119760479
"813",19191,0.01,0.1254,0.473928450894364,0.9501,0.805478218623038,0.00175078785453454
"814",19193,0.7,0.132,0.420882088208821,0.7296,0.769875847819216,0.00223069238751976
"815",19195,0.07,0.1172,0.3682510383018,0.9426,0.817950368062141,0.00108386397507113
"816",19197,0.48,0.1285,0.325505544683627,0.8541,0.736325905699511,0.00318420633657061
"817",20001,0.4,0.156,0.272838641932097,0.9008,0.762496519075466,0.0016169455897809
"818",20003,0.23,0.156,0.210222588623248,0.9484,0.825764967054099,0.00241791804530415
"819",20005,0.49,0.1637,0.324089635854342,0.8812,0.767308231536082,0.000871025944129907
"820",20007,0.28,0.1567,0.124780316344464,0.8947,0.750341967221344,0.0015812062344703
"821",20009,0.54,0.1567,0.213503988128362,0.8155,0.750575890857324,0.00213351953140153
"822",20011,0.58,0.156,0.23460639127046,0.9008,0.791743875013902,0.00192651713224164
"823",20013,0.27,0.1459,0.253376804843968,0.8301,0.767664621961987,0.00397323295692179
"824",20015,0.26,0.1394,0.288068345438838,0.8882,0.781252463147223,0.00138990599453005
"825",20017,0.41,0.1448,0.234364261168385,0.912,0.788315080563948,0.00113293051359517
"826",20019,0.72,0.1448,0.131758856432567,0.8601,0.751303418803419,0.00184615384615385
"827",20021,0.38,0.1675,0.246215139442231,0.8801,0.784623657711576,0.00275841316013842
"828",20023,0.1,0.1504,0.159651669085631,0.931,0.771855267009576,0.00526910048927362
"829",20025,0.31,0.1514,0.139105058365759,0.8973,0.803982369644144,0.00351053159478435
"830",20027,0.05,0.147,0.220089730807577,0.9397,0.795799314060374,0.00362409397650587
"831",20029,0.27,0.147,0.219141104294479,0.9302,0.736918898753067,0.00295925335761439
"832",20031,0.2,0.1448,0.214071510957324,0.9329,0.836897701597978,0.00281207971634674
"833",20033,0.08,0.1567,0.144661308840413,0.9603,0.604867860187553,0.00705882352941176
"834",20035,0.73,0.1497,0.306398295746713,0.7964,0.788129188112471,0.00315114013979604
"835",20037,0.7,0.1675,0.380855522682446,0.8658,0.776201479754132,0.00203513833788449
"836",20039,0.16,0.1504,0.144444444444444,0.9528,0.790369649805447,0.00424478245489919
"837",20041,0.33,0.147,0.224545954870666,0.9083,0.752737723086784,0.00243691107982238
"838",20043,0.23,0.1637,0.186931348221671,0.9029,0.821008771929825,0.00289473684210526
"839",20045,0.22,0.1357,0.702045466683282,0.784,0.774017925340847,0.000719783410628256
"840",20047,0.37,0.1567,0.191535150645624,0.7616,0.724108490191407,0.00428877769835597
"841",20049,0.39,0.1448,0.144587433762301,0.9005,0.792265041721563,0.00197628458498024
"842",20051,0.16,0.1504,0.275185577942736,0.8941,0.776647512988343,0.00262669421777046
"843",20053,0.4,0.147,0.234738372093023,0.8572,0.844750355074839,0.0042608980662078
"844",20055,0.82,0.1514,0.369859355527862,0.4133,0.792273442192622,0.0020840760139304
"845",20057,0.86,0.1514,0.336747611923121,0.3972,0.804006332398016,0.0022606264314822
"846",20059,0.21,0.156,0.303205289145535,0.9099,0.808744192132619,0.00172251800814281
"847",20061,0.66,0.1565,0.424151696606786,0.566,0.767222772512771,0.00138932743921692
"848",20063,0.1,0.1504,0.114869626497533,0.9293,0.794691030180408,0.00834597875569044
"849",20065,0.13,0.1504,0.17425431711146,0.8853,0.756575118631928,0.00362610797743755
"850",20067,0.38,0.1514,0.206481096800997,0.5165,0.753457653457653,0.00251748251748252
"851",20069,0.27,0.1514,0.152626811594203,0.8182,0.816777072663846,0.00250501002004008
"852",20071,0.58,0.1504,0.125407166123779,0.7451,0.828710239036326,0.000811688311688312
"853",20073,0.21,0.1448,0.189480782198247,0.9189,0.795855158066793,0.00217318622534269
"854",20075,0.26,0.1514,0.163814180929095,0.6449,0.831435243996472,0.000393855848759354
"855",20077,0.32,0.1567,0.17551336691205,0.9015,0.74481593900744,0.00367917586460633
"856",20079,0.34,0.1449,0.399112017759645,0.8277,0.764902716211286,0.00226553196433239
"857",20081,0.41,0.1514,0.191348973607038,0.668,0.855689264112903,0.00226814516129032
"858",20083,0.11,0.1514,0.148475909537856,0.8811,0.66395922917662,0.00222965440356745
"859",20085,0.27,0.1459,0.294576109432162,0.8388,0.818222272838475,0.00121479006909119
"860",20087,0.05,0.1637,0.334014410151629,0.9358,0.813484978440605,0.002047996639185
"861",20089,0.09,0.147,0.133544303797468,0.9515,0.787069198409942,0.00208405696422369
"862",20091,0.06,0.1167,0.542113624996322,0.7992,0.735349795327024,0.001296478591503
"863",20093,0.47,0.1514,0.183585313174946,0.6685,0.835283857333102,0.00286607608129234
"864",20095,0.05,0.1567,0.193657395373018,0.9313,0.835968571339796,0.00209731543624161
"865",20097,0.26,0.1567,0.137837837837838,0.8866,0.787682379349046,0.00202020202020202
"866",20099,0.64,0.1675,0.316153286441911,0.8542,0.756252644691694,0.00254867978387195
"867",20101,0.03,0.1504,0.130884041331803,0.9105,0.832219637040484,0.00456026058631922
"868",20103,0.24,0.1637,0.391477612365148,0.789,0.759824768519992,0.0011497345825485
"869",20105,0.13,0.147,0.172839506172839,0.9474,0.823345712356516,0.00168804861580013
"870",20107,0.45,0.156,0.179679367062253,0.9355,0.82152856504861,0.00103060908997217
"871",20109,0.13,0.1504,0.130649717514124,0.9005,0.809040205201623,0.00214745884037223
"872",20111,0.73,0.1448,0.443321517459839,0.711,0.774274059263753,0.00265100165687604
"873",20113,0.11,0.1542,0.293743998818229,0.9158,0.763855812582851,0.00308317567094107
"874",20115,0.18,0.1448,0.250513698630137,0.9255,0.790330836979693,0.00201952204644901
"875",20117,0.13,0.147,0.252805549887778,0.9461,0.718279846065048,0.00288451632842279
"876",20119,0.37,0.1514,0.147540983606557,0.7545,0.761550541367055,0.00297545251673692
"877",20121,0.03,0.156,0.297582468548901,0.927,0.795926140949009,0.00122674299734206
"878",20123,0.28,0.147,0.182272575808064,0.9492,0.746394789169501,0.00317778892791437
"879",20125,0.8,0.1675,0.243670150987224,0.7943,0.777303544583491,0.00267052059442647
"880",20127,0.24,0.1448,0.256949394155381,0.9157,0.798999110320285,0.00427046263345196
"881",20129,0.41,0.1514,0.127715030408341,0.7121,0.807520508525534,0.00309238500193274
"882",20131,0.1,0.147,0.166305133767173,0.9514,0.80505055441523,0.00557130290294204
"883",20133,0.66,0.1675,0.264796074823674,0.8978,0.79924321303874,0.00199912538264509
"884",20135,0.15,0.1504,0.100547195622435,0.8734,0.765707070707071,0.00581818181818182
"885",20137,0.3,0.1504,0.154405474764756,0.89,0.770557420879189,0.00522290617422123
"886",20139,0.23,0.1459,0.27295188556567,0.9324,0.80035582168161,0.00175559596212929
"887",20141,0.07,0.1504,0.14745308310992,0.9445,0.811515476306473,0.00350774627301958
"888",20143,0.03,0.147,0.163371150729336,0.9409,0.838198340345956,0.00227910238429173
"889",20145,0.29,0.1567,0.238452872699962,0.8413,0.702233395696913,0.00233863423760524
"890",20147,0.24,0.1504,0.117516629711752,0.9365,0.830398463040802,0.00477646159724876
"891",20149,0.15,0.1565,0.260476647472809,0.8988,0.814137291926387,0.00127137759914695
"892",20151,0.39,0.1567,0.230366492146597,0.8834,0.725835394539017,0.00272806634657355
"893",20153,0.14,0.1504,0.14587593728698,0.8981,0.872979797979798,0.00355731225296443
"894",20155,0.59,0.1542,0.323992467043315,0.8405,0.7924650242805,0.00233878512210071
"895",20157,0.06,0.147,0.162037037037037,0.9541,0.827940753523152,0.00323554788610871
"896",20159,0.43,0.1542,0.230193236714976,0.8313,0.811198781354491,0.00125825731362064
"897",20161,0.44,0.1565,0.516570044129099,0.7652,0.765526110660838,0.000579265007005065
"898",20163,0.14,0.1504,0.126428027418126,0.9412,0.640870596205962,0.0024390243902439
"899",20165,0.08,0.1567,0.16958041958042,0.9242,0.716339115795638,0.00461133069828722
"900",20167,0.24,0.1504,0.176102502979738,0.9231,0.757882390120576,0.00422987164527421
"901",20169,0.42,0.147,0.343775444611099,0.8017,0.744199101040029,0.00272941870758336
"902",20171,0.31,0.1504,0.127137220517317,0.8143,0.751972608104684,0.00559817540949616
"903",20173,0.54,0.1569,0.435643944299741,0.6807,0.763058390755388,0.00151731835780809
"904",20175,0.91,0.1514,0.345747858992233,0.3009,0.79414914027337,0.00210005600149337
"905",20177,0.51,0.1565,0.515408948213473,0.7394,0.751590764315795,0.00206925795053004
"906",20179,0.07,0.1504,0.10427226647357,0.9298,0.815461236722641,0.00595001983339944
"907",20181,0.5,0.1504,0.148006134969325,0.8361,0.771644320507765,0.00202805475747845
"908",20183,0.05,0.1504,0.159068865179437,0.9468,0.856137780258629,0.000837287189506
"909",20185,0.28,0.1567,0.178751258811682,0.8338,0.730967944604855,0.00240615976900866
"910",20187,0.5,0.1514,0.194960212201592,0.5765,0.676648625551916,0.00348953140578265
"911",20189,0.67,0.1514,0.118635437881874,0.6056,0.796482831965968,0.00182315405651778
"912",20191,0.22,0.1567,0.241823869561096,0.8957,0.741466250116975,0.0022771063233491
"913",20193,0.07,0.1504,0.166845493562232,0.9004,0.788209178060663,0.00257168574000257
"914",20195,0.04,0.1504,0.150728309056365,0.9507,0.777093986601657,0.0032108455226543
"915",20197,0.05,0.1459,0.253648182541788,0.9216,0.813482902900014,0.00201991054681864
"916",20199,0.14,0.1504,0.054590570719603,0.9155,0.779620400603387,0.00263504611330698
"917",20201,0.15,0.147,0.166845301893533,0.9574,0.745285588029761,0.00277469478357381
"918",20203,0.47,0.1504,0.154736842105263,0.6174,0.707133868176813,0.00283152430391694
"919",20205,0.64,0.1448,0.186028257456829,0.9202,0.808155751058977,0.00187683284457478
"920",20207,0.44,0.1448,0.192255434782609,0.9268,0.7173226046314,0.00159337157425112
"921",20209,0.92,0.161,0.657679647915973,0.4088,0.746900731406769,0.00174092813231054
"922",21001,0.71,0.2081,0.160590678357176,0.9328,0.773158756611001,0.00276012915321321
"923",21003,0.68,0.2053,0.177917434174884,0.9502,0.828840709642383,0.00197044334975369
"924",21005,0.26,0.1776,0.257360289030671,0.9379,0.788586903827752,0.00101112234580384
"925",21007,0.45,0.1792,0.19732121502033,0.9248,0.814509029186387,0.00114097363083164
"926",21009,0.78,0.2053,0.259188109802336,0.9039,0.792520657536723,0.00232773622002757
"927",21011,0.73,0.2105,0.282964561971578,0.9506,0.812318888888889,0.00184
"928",21013,0.89,0.221,0.180179272837144,0.9424,0.726393648281146,0.0022280270436386
"929",21015,0.13,0.1542,0.318055238530016,0.8774,0.779790272445645,0.00110045590315988
"930",21017,0.56,0.1874,0.347459413873076,0.8512,0.813087909927422,0.00101071356377603
"931",21019,0.69,0.1975,0.331321919730564,0.931,0.715393204461394,0.0016053769425061
"932",21021,0.43,0.1889,0.373888496824277,0.854,0.752369689844056,0.00259481037924152
"933",21023,0.39,0.2105,0.190566936636494,0.9607,0.826983553467957,0.000722630374563411
"934",21025,0.82,0.2181,0.233740567732663,0.9656,0.738218087446116,0.00063341250989707
"935",21027,0.74,0.1951,0.233807581335191,0.9431,0.822607885269652,0.000830199736289496
"936",21029,0.14,0.1757,0.255744062045565,0.9441,0.777017544095044,0.00105294088838827
"937",21031,0.79,0.2053,0.178671965557211,0.9471,0.844964024121956,0.00217408183865207
"938",21033,0.5,0.1972,0.226060892885313,0.9088,0.831965909189962,0.00243194477131874
"939",21035,0.5,0.1792,0.338037203335471,0.8965,0.787286100496896,0.00130765877798005
"940",21037,0.22,0.169,0.404839518555667,0.923,0.782441003847982,0.000886903744229783
"941",21039,0.34,0.1792,0.176582761250953,0.9369,0.87938258636788,0.00189075630252101
"942",21041,0.89,0.169,0.274201474201474,0.8865,0.814366266369841,0.00178722603706142
"943",21043,0.82,0.1975,0.231409301918192,0.9665,0.778174923486119,0.00130611635630854
"944",21045,0.77,0.2081,0.129350429759053,0.9464,0.813621236187608,0.00235163067021474
"945",21047,0.91,0.2048,0.354893908281999,0.6555,0.790035214272814,0.0015185705567619
"946",21049,0.61,0.1874,0.337019365703059,0.9015,0.770888777156534,0.000882442158674131
"947",21051,0.91,0.221,0.110681939264784,0.9258,0.740015856266296,0.00216069544244008
"948",21053,0.78,0.2081,0.123489657997133,0.9503,0.885937941758552,0.00303386181248777
"949",21055,0.48,0.1972,0.17479674796748,0.9606,0.834159790042143,0.00261185555303202
"950",21057,0.53,0.2081,0.155019835215136,0.9241,0.88112127473709,0.00181433323253704
"951",21059,0.62,0.1747,0.357806710687007,0.8802,0.778505683235895,0.00191112293249007
"952",21061,0.64,0.2053,0.202642444260941,0.9509,0.818345907636031,0.00197530864197531
"953",21063,0.72,0.1975,0.240703177822853,0.9563,0.816410580462064,0.000266063589197818
"954",21065,0.8,0.1821,0.209914794732765,0.9902,0.802172440411488,0.000850701829008932
"955",21067,0.49,0.153,0.606182256122039,0.71,0.737690300200559,0.000977868000198049
"956",21069,0.77,0.2105,0.210331050228311,0.9579,0.815177003663052,0.00171456004389274
"957",21071,0.85,0.2146,0.240733853972976,0.9703,0.772067096305346,0.00196689988479586
"958",21073,0.55,0.1776,0.495147150907952,0.8157,0.764699276772721,0.0010982330215136
"959",21075,0.87,0.1792,0.330833333333333,0.7082,0.800960052865732,0.00251298374937175
"960",21077,0.61,0.169,0.217633042096902,0.9105,0.834822603074379,0.00360807306347954
"961",21079,0.43,0.1889,0.213187325256291,0.9419,0.810863145779086,0.00181138910902298
"962",21081,0.56,0.169,0.201738334858188,0.9443,0.808813155143858,0.000837687981171965
"963",21083,0.78,0.1792,0.212334486460694,0.8653,0.820793716259781,0.00257607470616648
"964",21085,0.61,0.1951,0.202480384712731,0.9522,0.822816639893509,0.00223256517955122
"965",21087,0.52,0.2081,0.159777700590483,0.943,0.807637429038581,0.00137098985467508
"966",21089,0.32,0.1975,0.271673077995205,0.9618,0.763220321651236,0.00179497407259673
"967",21091,0.38,0.1747,0.300489323843416,0.9549,0.840876519146985,0.00171978903921119
"968",21093,0.57,0.1949,0.3776312769908,0.7602,0.772444071766511,0.00150507399196092
"969",21095,0.88,0.221,0.137556394438818,0.9501,0.731677987098979,0.00338331410995771
"970",21097,0.51,0.1874,0.274788184108083,0.9365,0.828632211437333,0.00132373186487345
"971",21099,0.77,0.2053,0.231188658669575,0.9153,0.821478708811254,0.0026267402153927
"972",21101,0.71,0.1924,0.37503068388237,0.8657,0.788089675880897,0.0017695200176952
"973",21103,0.53,0.1703,0.268252974326863,0.9143,0.83186227899734,0.00117822150564306
"974",21105,0.57,0.1792,0.210865561694291,0.8645,0.861897513952309,0.00342465753424658
"975",21107,0.55,0.1972,0.256605019815059,0.8849,0.773627117438639,0.00328962091035224
"976",21109,0.67,0.221,0.0998679432155827,0.9789,0.82029784680021,0.00225073148773351
"977",21111,0.57,0.1589,0.602521345421157,0.6745,0.736399063831568,0.00173327403597228
"978",21113,0.52,0.1889,0.33382691033784,0.8884,0.782348853722223,0.00131202069666451
"979",21115,0.81,0.2146,0.15987273811891,0.9723,0.732634695787677,0.00162249864791779
"980",21117,0.34,0.1613,0.401380597014925,0.8852,0.773777948616233,0.00120360722882909
"981",21119,0.85,0.2181,0.228036175710594,0.9685,0.727003504585228,0.00162096447386195
"982",21121,0.83,0.221,0.161054395855554,0.9577,0.788342199653851,0.00144485471183175
"983",21123,0.53,0.1941,0.209208513005981,0.9138,0.819826574086584,0.00180580636199472
"984",21125,0.75,0.221,0.161482390300231,0.9576,0.778682865438153,0.00133195204972621
"985",21127,0.76,0.1975,0.180177557851841,0.9802,0.766264607951949,0.00182803421035451
"986",21129,0.82,0.2181,0.174655047204067,0.9565,0.815821663890015,0.00351208969336755
"987",21131,0.77,0.2181,0.0935598909167191,0.9754,0.788227138244856,0.00070871722182849
"988",21133,0.88,0.2181,0.199335180055402,0.9746,0.734097985843682,0.00208787639771726
"989",21135,0.62,0.2105,0.141676708555689,0.9776,0.737120449913577,0.00301318267419962
"990",21137,0.71,0.1889,0.209811039746812,0.9425,0.813488103158762,0.00219968226811683
"991",21139,0.26,0.1972,0.189735300060618,0.9535,0.799503903511952,0.00250163149880357
"992",21141,0.53,0.2053,0.254419866787271,0.8857,0.82104186821374,0.00269352815290384
"993",21143,0.33,0.2048,0.260496183206107,0.9012,0.844412302070646,0.0023142509135201
"994",21145,0.42,0.1792,0.339088293200061,0.833,0.790873610673113,0.00200250695527225
"995",21147,0.88,0.2059,0.113476287368915,0.8943,0.783320114264343,0.00191515292205908
"996",21149,0.42,0.1924,0.22817080943276,0.9607,0.827143900172574,0.00293255131964809
"997",21151,0.5,0.1821,0.362880499336237,0.8946,0.783151747092059,0.00120446944196501
"998",21153,0.81,0.2146,0.225315515961396,0.9877,0.748751701705817,0.00139791135597402
"999",21155,0.91,0.1941,0.308092812676853,0.8778,0.766487515637881,0.00197167021221398
"1000",21157,0.27,0.1792,0.23439659143252,0.9635,0.811018808087037,0.00189710610932476
"1001",21159,0.85,0.2146,0.103359835855348,0.9228,0.680591533918912,0.00178651183564091
"1002",21161,0.67,0.2105,0.301313943104988,0.8896,0.786685766104116,0.00234329232571763
"1003",21163,0.32,0.1951,0.262864587102844,0.8944,0.807908978806725,0.000909981800363993
"1004",21165,0.58,0.2105,0.245017967984319,0.9713,0.779252495676444,0.00261981815379874
"1005",21167,0.41,0.1776,0.262847733772424,0.9082,0.814966159566761,0.00237085669994985
"1006",21169,0.68,0.2053,0.197608431293069,0.9492,0.815618828539591,0.00287955515837553
"1007",21171,0.7,0.2053,0.124314096499527,0.9335,0.840937663015128,0.00403755868544601
"1008",21173,0.8,0.2105,0.287570308167631,0.9278,0.782717836101542,0.00106545441630856
"1009",21175,0.83,0.2105,0.214572680788897,0.9266,0.784886584683714,0.000300548501014351
"1010",21177,0.61,0.1972,0.252456914969378,0.9205,0.80399220544277,0.00218796943374045
"1011",21179,0.29,0.1941,0.314009872875803,0.9037,0.800596679890335,0.00131940388899704
"1012",21181,0.82,0.1874,0.283972643473089,0.9574,0.839969199492518,0.00110056403907002
"1013",21183,0.58,0.1924,0.218823957764427,0.9426,0.840194637700521,0.00229223972659832
"1014",21185,0.04,0.1703,0.39034957883689,0.883,0.773558048916736,0.00127247413883441
"1015",21187,0.53,0.169,0.203710575139147,0.9843,0.850613858055836,0.00110081643885882
"1016",21189,0.84,0.2181,0.114467408585056,0.9343,0.782644394110985,0.00339750849377123
"1017",21191,0.41,0.169,0.193359660669884,0.9607,0.853246265503676,0.000342700479780672
"1018",21193,0.91,0.2181,0.224701955174058,0.9518,0.741354358085083,0.00236819628853172
"1019",21195,0.79,0.2146,0.193479125248509,0.969,0.750349826790768,0.00183150183150183
"1020",21197,0.77,0.1821,0.252773668639053,0.9574,0.79541786911922,0.000890039647220649
"1021",21199,0.74,0.2059,0.182139642535682,0.9423,0.792112815373228,0.00169285461456778
"1022",21201,0.35,0.2105,0.222515391380827,0.9392,0.863228921804639,0.00616698292220114
"1023",21203,0.79,0.221,0.14706263779017,0.9718,0.818872847665817,0.00143755615453729
"1024",21205,0.76,0.2105,0.392951184930119,0.9452,0.7650690531928,0.000817661488143908
"1025",21207,0.86,0.2081,0.150395480225989,0.9348,0.815853816057885,0.00251074038944373
"1026",21209,0.33,0.1874,0.372944166019623,0.8696,0.804119249502318,0.000631534629148832
"1027",21211,0.43,0.1723,0.349169980978731,0.8017,0.794970704871419,0.00161145561357702
"1028",21213,0.29,0.2053,0.312871980394445,0.8517,0.808020027202535,0.00226146887788068
